a,2
BOS,3
EOS,4
.,5
in,6
the,7
on,8
man,9
is,10
and,11
of,12
with,13
woman,14
",",15
two,16
are,17
to,18
people,19
at,20
an,21
wearing,22
shirt,23
young,24
white,25
black,26
his,27
while,28
blue,29
men,30
red,31
sitting,32
girl,33
boy,34
dog,35
standing,36
playing,37
group,38
street,39
down,40
walking,41
-,42
front,43
her,44
holding,45
one,46
water,47
three,48
by,49
women,50
up,51
green,52
little,53
for,54
child,55
looking,56
outside,57
as,58
large,59
through,60
brown,61
yellow,62
children,63
person,64
from,65
their,66
hat,67
ball,68
into,69
small,70
next,71
other,72
dressed,73
some,74
out,75
over,76
building,77
riding,78
running,79
near,80
jacket,81
another,82
around,83
sidewalk,84
field,85
orange,86
crowd,87
beach,88
stands,89
pink,90
sits,91
jumping,92
behind,93
table,94
snow,95
grass,96
hair,97
background,98
bike,99
stand,100
city,101
's,102
air,103
girls,104
player,105
asian,106
looks,107
wall,108
top,109
four,110
off,111
several,112
that,113
dogs,114
older,115
camera,116
dress,117
park,118
talking,119
lady,120
something,121
blond,122
soccer,123
along,124
walks,125
guitar,126
boys,127
play,128
together,129
working,130
food,131
gray,132
smiling,133
picture,134
has,135
game,136
plays,137
car,138
hand,139
holds,140
it,141
road,142
him,143
bench,144
old,145
glasses,146
pants,147
shorts,148
stage,149
sit,150
carrying,151
walk,152
couple,153
baby,154
them,155
side,156
bicycle,157
face,158
tree,159
"""",160
male,161
pool,162
race,163
taking,164
long,165
rock,166
middle,167
each,168
doing,169
dirt,170
watching,171
head,172
across,173
guy,174
jeans,175
there,176
dark,177
area,178
jumps,179
boat,180
hands,181
back,182
female,183
day,184
ground,185
performing,186
room,187
baseball,188
who,189
eating,190
being,191
football,192
coat,193
striped,194
using,195
kids,196
suit,197
under,198
horse,199
watch,200
band,201
many,202
mouth,203
purple,204
he,205
sign,206
store,207
t,208
this,209
haired,210
sand,211
runs,212
tennis,213
players,214
look,215
sunglasses,216
construction,217
reading,218
clothing,219
microphone,220
mountain,221
toy,222
covered,223
ocean,224
basketball,225
during,226
its,227
workers,228
watches,229
climbing,230
uniform,231
past,232
elderly,233
restaurant,234
helmet,235
against,236
train,237
team,238
window,239
dancing,240
rides,241
shirts,242
they,243
chair,244
work,245
about,246
wooden,247
be,248
posing,249
trees,250
five,251
having,252
outdoor,253
waiting,254
all,255
swimming,256
getting,257
or,258
floor,259
trying,260
ice,261
very,262
skateboard,263
colorful,264
high,265
bag,266
busy,267
singing,268
fence,269
jump,270
cart,271
line,272
laying,273
market,274
hill,275
truck,276
bright,277
book,278
hats,279
tan,280
ride,281
inside,282
others,283
kitchen,284
cap,285
cellphone,286
path,287
grassy,288
big,289
someone,290
making,291
brick,292
bus,293
clothes,294
takes,295
motorcycle,296
umbrella,297
light,298
towards,299
full,300
outfit,301
track,302
night,303
body,304
enjoying,305
colored,306
metal,307
swing,308
river,309
open,310
paper,311
tank,312
ready,313
she,314
piece,315
shop,316
sweater,317
trick,318
lake,319
painting,320
above,321
run,322
worker,323
hard,324
african,325
adults,326
american,327
going,328
music,329
snowy,330
dance,331
stone,332
surrounded,333
wave,334
shopping,335
vest,336
stick,337
uniforms,338
onto,339
like,340
outdoors,341
photo,342
crowded,343
backpack,344
beside,345
smiles,346
kid,347
board,348
phone,349
pole,350
hockey,351
subway,352
drinking,353
gear,354
house,355
family,356
toddler,357
guys,358
gathered,359
event,360
police,361
hanging,362
set,363
catch,364
bridge,365
arms,366
flowers,367
preparing,368
beautiful,369
away,370
fire,371
object,372
sleeping,373
costume,374
leaning,375
steps,376
after,377
fishing,378
machine,379
lot,380
does,381
bar,382
rope,383
short,384
plaid,385
shirtless,386
adult,387
fountain,388
take,389
graffiti,390
stairs,391
rocks,392
shoes,393
arm,394
selling,395
sunny,396
forest,397
setting,398
parade,399
racing,400
tall,401
pose,402
glass,403
chairs,404
putting,405
both,406
corner,407
volleyball,408
pushing,409
throwing,410
frisbee,411
have,412
slide,413
ladies,414
drink,415
between,416
public,417
laughing,418
2,419
computer,420
instruments,421
flag,422
wood,423
equipment,424
sun,425
couch,426
pictures,427
view,428
plastic,429
cowboy,430
ramp,431
party,432
which,433
playground,434
concrete,435
sweatshirt,436
poses,437
trail,438
woods,439
aged,440
fish,441
statue,442
beard,443
dock,444
midair,445
yard,446
winter,447
number,448
skirt,449
seated,450
bikes,451
distance,452
attire,453
six,454
toward,455
reads,456
just,457
what,458
school,459
sky,460
beer,461
works,462
left,463
cooking,464
get,465
vests,466
cutting,467
rider,468
buildings,469
cross,470
cream,471
pulling,472
where,473
filled,474
lined,475
bags,476
station,477
skateboarder,478
cliff,479
bed,480
tent,481
appears,482
edge,483
showing,484
instrument,485
crossing,486
friends,487
spectators,488
mountains,489
few,490
bearded,491
horses,492
mother,493
jersey,494
cars,495
court,496
nearby,497
right,498
scarf,499
performs,500
make,501
driving,502
grill,503
concert,504
bowling,505
carries,506
apron,507
perform,508
show,509
snowboarder,510
art,511
fruit,512
shore,513
leaves,514
structure,515
coffee,516
cup,517
parked,518
vendor,519
various,520
cigarette,521
boots,522
students,523
painted,524
vehicle,525
gentleman,526
goggles,527
younger,528
smile,529
time,530
bottle,531
flying,532
door,533
flower,534
net,535
martial,536
drums,537
talks,538
dresses,539
smoking,540
new,541
kicking,542
flags,543
rocky,544
home,545
eyes,546
bathing,547
no,548
hit,549
lying,550
shot,551
surfer,552
waves,553
safety,554
paint,555
swinging,556
newspaper,557
jackets,558
arts,559
rodeo,560
prepares,561
indian,562
rain,563
conversation,564
gather,565
different,566
parking,567
bucket,568
practicing,569
costumes,570
gloves,571
box,572
ladder,573
cleaning,574
bunch,575
competition,576
roof,577
listening,578
uses,579
scene,580
wet,581
blanket,582
items,583
onlookers,584
skateboarding,585
staring,586
balloon,587
meal,588
pile,589
bikini,590
lawn,591
railing,592
audience,593
bicycles,594
giving,595
empty,596
bull,597
desk,598
leaps,599
drinks,600
military,601
sports,602
hot,603
cake,604
sliding,605
gathering,606
display,607
hold,608
go,609
vegetables,610
pointing,611
class,612
wedding,613
bowl,614
facing,615
stop,616
suits,617
feet,618
streets,619
gold,620
biker,621
basket,622
before,623
competing,624
silver,625
platform,626
bird,627
huge,628
flip,629
helmets,630
cement,631
speaking,632
mask,633
tie,634
coming,635
lit,636
match,637
classroom,638
gets,639
teams,640
purse,641
wait,642
climbs,643
bride,644
skier,645
tries,646
alley,647
traditional,648
surfing,649
ski,650
sings,651
surfboard,652
marathon,653
fighting,654
rail,655
kissing,656
counter,657
screen,658
can,659
chasing,660
animal,661
musicians,662
father,663
stroller,664
country,665
break,666
happy,667
same,668
skating,669
females,670
walkway,671
shoulder,672
lap,673
kneeling,674
sunset,675
pass,676
throw,677
runner,678
writing,679
waits,680
talk,681
waving,682
seen,683
scooter,684
bald,685
christmas,686
3,687
business,688
attempting,689
sort,690
violin,691
overlooking,692
blowing,693
outfits,694
signs,695
place,696
tables,697
son,698
urban,699
hole,700
way,701
bubbles,702
course,703
says,704
artist,705
chinese,706
officer,707
mirror,708
life,709
close,710
giant,711
leans,712
balloons,713
fixing,714
lights,715
brightly,716
base,717
alone,718
do,719
made,720
swim,721
faces,722
teenage,723
brunette,724
helping,725
cafe,726
leg,727
end,728
collar,729
foreground,730
gym,731
leather,732
umbrellas,733
site,734
electric,735
mud,736
asleep,737
enjoy,738
clown,739
legs,740
meat,741
plate,742
skate,743
well,744
headphones,745
washing,746
sandals,747
golf,748
roller,749
sticks,750
among,751
swings,752
makes,753
officers,754
office,755
diving,756
falling,757
stadium,758
dancers,759
passing,760
wears,761
multicolored,762
goal,763
dirty,764
church,765
toys,766
barefoot,767
musical,768
heads,769
skiing,770
canoe,771
photographer,772
doorway,773
singer,774
reaching,775
drawing,776
video,777
leash,778
laptop,779
accordion,780
throws,781
picking,782
traffic,783
males,784
below,785
row,786
wheel,787
hiking,788
shallow,789
members,790
relaxing,791
performance,792
digging,793
van,794
catching,795
tunnel,796
hugging,797
atop,798
shovel,799
catches,800
gives,801
cat,802
microscope,803
square,804
upside,805
deep,806
passes,807
foot,808
bicyclist,809
tattoo,810
sweeping,811
prepare,812
sleeps,813
kick,814
shows,815
garden,816
balls,817
climb,818
cut,819
beige,820
fun,821
chef,822
drum,823
leaping,824
stunt,825
hose,826
resting,827
pond,828
sculpture,829
individuals,830
trunks,831
desert,832
karate,833
move,834
lots,835
sled,836
hoodie,837
splashing,838
cold,839
conversing,840
teeth,841
daughter,842
coats,843
photograph,844
flies,845
here,846
jogging,847
held,848
how,849
friend,850
wrestling,851
customers,852
;,853
these,854
lone,855
pier,856
bat,857
telescope,858
town,859
points,860
underneath,861
tire,862
block,863
plants,864
local,865
cane,866
cyclist,867
opposing,868
themselves,869
project,870
without,871
shoulders,872
moving,873
carnival,874
hiker,875
waters,876
eat,877
curly,878
including,879
circle,880
lab,881
crosswalk,882
straw,883
crying,884
pulled,885
infant,886
wooded,887
mural,888
dinner,889
paved,890
tricks,891
trampoline,892
makeup,893
matching,894
racket,895
hula,896
gun,897
cloth,898
taken,899
shoe,900
produce,901
runners,902
stuffed,903
picnic,904
gymnast,905
booth,906
mat,907
rolling,908
sewing,909
knee,910
nose,911
dances,912
bicyclists,913
athlete,914
trash,915
opening,916
closed,917
formal,918
attempts,919
performer,920
surface,921
lays,922
boxes,923
blouse,924
himself,925
hikers,926
sandy,927
softball,928
cow,929
wear,930
ring,931
goes,932
center,933
slope,934
fight,935
balcony,936
teenagers,937
pushes,938
neck,939
lunch,940
help,941
pedestrians,942
round,943
',944
third,945
oriental,946
cheerleaders,947
pitcher,948
not,949
staircase,950
i,951
puts,952
log,953
skis,954
seven,955
turn,956
chases,957
indoor,958
device,959
bent,960
pulls,961
festival,962
button,963
deck,964
hoop,965
speaks,966
kind,967
driver,968
overalls,969
covering,970
evening,971
wetsuit,972
heavy,973
books,974
gentlemen,975
enjoys,976
swims,977
drives,978
shaking,979
golden,980
robe,981
grocery,982
fallen,983
marching,984
sheet,985
pouring,986
kayak,987
nice,988
rest,989
jean,990
kicks,991
porch,992
puddle,993
hammer,994
pot,995
protective,996
type,997
stream,998
tracks,999
khaki,1000
garb,1001
see,1002
fingers,1003
birds,1004
waterfall,1005
cloudy,1006
fair,1007
shaving,1008
robes,1009
foreign,1010
steep,1011
dancer,1012
native,1013
laundry,1014
teenager,1015
gate,1016
poles,1017
sale,1018
ledge,1019
paddling,1020
shoveling,1021
reaches,1022
lift,1023
luggage,1024
blocks,1025
lies,1026
saxophone,1027
wrapped,1028
checking,1029
opposite,1030
attached,1031
hangs,1032
palm,1033
backyard,1034
put,1035
arena,1036
shooting,1037
podium,1038
soldiers,1039
piano,1040
colors,1041
airplane,1042
clear,1043
part,1044
goalie,1045
inflatable,1046
mound,1047
clean,1048
fenced,1049
ship,1050
denim,1051
curb,1052
eye,1053
wine,1054
tongue,1055
string,1056
wheelchair,1057
soldier,1058
laugh,1059
sea,1060
