2,a
3,BOS
4,EOS
5,.
6,in
7,the
8,on
9,man
10,is
11,and
12,of
13,with
14,woman
15,","
16,two
17,are
18,to
19,people
20,at
21,an
22,wearing
23,shirt
24,young
25,white
26,black
27,his
28,while
29,blue
30,men
31,red
32,sitting
33,girl
34,boy
35,dog
36,standing
37,playing
38,group
39,street
40,down
41,walking
42,-
43,front
44,her
45,holding
46,one
47,water
48,three
49,by
50,women
51,up
52,green
53,little
54,for
55,child
56,looking
57,outside
58,as
59,large
60,through
61,brown
62,yellow
63,children
64,person
65,from
66,their
67,hat
68,ball
69,into
70,small
71,next
72,other
73,dressed
74,some
75,out
76,over
77,building
78,riding
79,running
80,near
81,jacket
82,another
83,around
84,sidewalk
85,field
86,orange
87,crowd
88,beach
89,stands
90,pink
91,sits
92,jumping
93,behind
94,table
95,snow
96,grass
97,hair
98,background
99,bike
100,stand
101,city
102,'s
103,air
104,girls
105,player
106,asian
107,looks
108,wall
109,top
110,four
111,off
112,several
113,that
114,dogs
115,older
116,camera
117,dress
118,park
119,talking
120,lady
121,something
122,blond
123,soccer
124,along
125,walks
126,guitar
127,boys
128,play
129,together
130,working
131,food
132,gray
133,smiling
134,picture
135,has
136,game
137,plays
138,car
139,hand
140,holds
141,it
142,road
143,him
144,bench
145,old
146,glasses
147,pants
148,shorts
149,stage
150,sit
151,carrying
152,walk
153,couple
154,baby
155,them
156,side
157,bicycle
158,face
159,tree
160,""""
161,male
162,pool
163,race
164,taking
165,long
166,rock
167,middle
168,each
169,doing
170,dirt
171,watching
172,head
173,across
174,guy
175,jeans
176,there
177,dark
178,area
179,jumps
180,boat
181,hands
182,back
183,female
184,day
185,ground
186,performing
187,room
188,baseball
189,who
190,eating
191,being
192,football
193,coat
194,striped
195,using
196,kids
197,suit
198,under
199,horse
200,watch
201,band
202,many
203,mouth
204,purple
205,he
206,sign
207,store
208,t
209,this
210,haired
211,sand
212,runs
213,tennis
214,players
215,look
216,sunglasses
217,construction
218,reading
219,clothing
220,microphone
221,mountain
222,toy
223,covered
224,ocean
225,basketball
226,during
227,its
228,workers
229,watches
230,climbing
231,uniform
232,past
233,elderly
234,restaurant
235,helmet
236,against
237,train
238,team
239,window
240,dancing
241,rides
242,shirts
243,they
244,chair
245,work
246,about
247,wooden
248,be
249,posing
250,trees
251,five
252,having
253,outdoor
254,waiting
255,all
256,swimming
257,getting
258,or
259,floor
260,trying
261,ice
262,very
263,skateboard
264,colorful
265,high
266,bag
267,busy
268,singing
269,fence
270,jump
271,cart
272,line
273,laying
274,market
275,hill
276,truck
277,bright
278,book
279,hats
280,tan
281,ride
282,inside
283,others
284,kitchen
285,cap
286,cellphone
287,path
288,grassy
289,big
290,someone
291,making
292,brick
293,bus
294,clothes
295,takes
296,motorcycle
297,umbrella
298,light
299,towards
300,full
301,outfit
302,track
303,night
304,body
305,enjoying
306,colored
307,metal
308,swing
309,river
310,open
311,paper
312,tank
313,ready
314,she
315,piece
316,shop
317,sweater
318,trick
319,lake
320,painting
321,above
322,run
323,worker
324,hard
325,african
326,adults
327,american
328,going
329,music
330,snowy
331,dance
332,stone
333,surrounded
334,wave
335,shopping
336,vest
337,stick
338,uniforms
339,onto
340,like
341,outdoors
342,photo
343,crowded
344,backpack
345,beside
346,smiles
347,kid
348,board
349,phone
350,pole
351,hockey
352,subway
353,drinking
354,gear
355,house
356,family
357,toddler
358,guys
359,gathered
360,event
361,police
362,hanging
363,set
364,catch
365,bridge
366,arms
367,flowers
368,preparing
369,beautiful
370,away
371,fire
372,object
373,sleeping
374,costume
375,leaning
376,steps
377,after
378,fishing
379,machine
380,lot
381,does
382,bar
383,rope
384,short
385,plaid
386,shirtless
387,adult
388,fountain
389,take
390,graffiti
391,stairs
392,rocks
393,shoes
394,arm
395,selling
396,sunny
397,forest
398,setting
399,parade
400,racing
401,tall
402,pose
403,glass
404,chairs
405,putting
406,both
407,corner
408,volleyball
409,pushing
410,throwing
411,frisbee
412,have
413,slide
414,ladies
415,drink
416,between
417,public
418,laughing
419,2
420,computer
421,instruments
422,flag
423,wood
424,equipment
425,sun
426,couch
427,pictures
428,view
429,plastic
430,cowboy
431,ramp
432,party
433,which
434,playground
435,concrete
436,sweatshirt
437,poses
438,trail
439,woods
440,aged
441,fish
442,statue
443,beard
444,dock
445,midair
