BOS,2
EOS,3
.,4
Ein,5
einem,6
in,7
",",8
und,9
mit,10
auf,11
Mann,12
einer,13
Eine,14
ein,15
der,16
Frau,17
eine,18
die,19
einen,20
Zwei,21
im,22
an,23
von,24
sich,25
dem,26
Mädchen,27
vor,28
zu,29
steht,30
Männer,31
sitzt,32
Hund,33
den,34
Junge,35
Straße,36
während,37
Gruppe,38
hält,39
spielt,40
Hemd,41
Personen,42
über,43
das,44
eines,45
Frauen,46
blauen,47
ist,48
neben,49
Kind,50
roten,51
weißen,52
stehen,53
Menschen,54
aus,55
am,56
sitzen,57
durch,58
spielen,59
Drei,60
geht,61
trägt,62
bei,63
fährt,64
Wasser,65
um,66
Kinder,67
Person,68
kleines,69
macht,70
springt,71
schwarzen,72
entlang,73
zwei,74
kleiner,75
Leute,76
gehen,77
etwas,78
seinem,79
großen,80
Oberteil,81
Hand,82
grünen,83
Mehrere,84
junge,85
läuft,86
sind,87
Der,88
Hintergrund,89
Fahrrad,90
für,91
Jungen,92
Jacke,93
Freien,94
Luft,95
Strand,96
Ball,97
hat,98
anderen,99
schaut,100
Kleidung,101
junger,102
hinter,103
nach,104
andere,105
gelben,106
Gebäude,107
Hut,108
Tisch,109
wird,110
sie,111
Nähe,112
beim,113
kleine,114
kleinen,115
Menschenmenge,116
schwarzer,117
Kamera,118
vorbei,119
Gras,120
hoch,121
T-Shirt,122
Hunde,123
Boden,124
Schnee,125
Die,126
rennt,127
ihre,128
Vier,129
unter,130
ihren,131
Kleid,132
Gitarre,133
älterer,134
zusammen,135
sein,136
Feld,137
ihr,138
Bühne,139
draußen,140
fahren,141
Brille,142
seine,143
herum,144
Gehweg,145
sehen,146
Kopf,147
blickt,148
seinen,149
dabei,150
Foto,151
des,152
er,153
Stadt,154
weißer,155
Park,156
braunen,157
hinunter,158
liegt,159
versucht,160
arbeitet,161
Jeans,162
Bank,163
Baby,164
als,165
tragen,166
laufen,167
Paar,168
Dame,169
wie,170
machen,171
lächelt,172
schauen,173
Essen,174
große,175
brauner,176
ihrem,177
orangefarbenen,178
ihm,179
junges,180
ältere,181
Bürgersteig,182
Hose,183
zeigt,184
sieht,185
spricht,186
arbeiten,187
liest,188
unterhalten,189
Skateboard,190
halten,191
Haaren,192
Wand,193
Sonnenbrille,194
zum,195
drei,196
Boot,197
Pferd,198
gekleidete,199
seiner,200
Hosen,201
Tag,202
Helm,203
weißem,204
grauen,205
singt,206
ihnen,207
Gesicht,208
blauem,209
rosa,210
„,211
Bild,212
Mantel,213
Auto,214
posiert,215
Felsen,216
Fußball,217
darauf,218
klettert,219
führt,220
Shorts,221
befindet,222
Sand,223
Mikrofon,224
Baum,225
schwarzem,226
wirft,227
blauer,228
gekleideter,229
Das,230
sehr,231
Band,232
“,233
Meer,234
rennen,235
oder,236
Weg,237
rotem,238
Restaurant,239
isst,240
Wald,241
Männern,242
Arbeiter,243
Kindern,244
anderer,245
Wiese,246
Raum,247
Fenster,248
wartet,249
roter,250
langen,251
Pullover,252
schwarze,253
essen,254
ins,255
Anzug,256
weiße,257
Bluse,258
posieren,259
gestreiften,260
Motorrad,261
schwarz,262
Haar,263
werden,264
Trikot,265
voller,266
Oberkörper,267
springen,268
Fünf,269
bereitet,270
Viele,271
Stuhl,272
Spieler,273
betrachtet,274
Hügel,275
Schild,276
zwischen,277
Handy,278
blonde,279
Leuten,280
schläft,281
tanzen,282
Berg,283
zieht,284
oben,285
warten,286
ab,287
Mütze,288
lehnt,289
reitet,290
Buch,291
Händen,292
alter,293
Maul,294
Stock,295
Rennen,296
miteinander,297
beobachtet,298
Bäumen,299
Fluss,300
es,301
tanzt,302
paar,303
Rucksack,304
Kleinkind,305
ihrer,306
Bauarbeiter,307
Arm,308
blau,309
schiebt,310
weiß,311
vom,312
befinden,313
haben,314
Radfahrer,315
gegen,316
Spielzeug,317
Küche,318
See,319
Seite,320
Schwimmbecken,321
kurzen,322
Welle,323
Rücken,324
Spiel,325
Treppe,326
Zaun,327
lächeln,328
verkauft,329
zur,330
trinkt,331
versammelt,332
Familie,333
rosafarbenen,334
mitten,335
schneidet,336
ihn,337
Blumen,338
hängt,339
Geschäft,340
Markt,341
telefoniert,342
belebten,343
gerade,344
einige,345
fangen,346
umgeben,347
malt,348
asiatische,349
bunten,350
spazieren,351
nimmt,352
Reihe,353
Gewässer,354
schwimmt,355
großer,356
Zug,357
denen,358
Bus,359
schneebedeckten,360
Autos,361
rote,362
freiem,363
rot,364
schlägt,365
gekleidet,366
blicken,367
vielen,368
Gebäudes,369
Brücke,370
sonnigen,371
Hände,372
Mutter,373
Wagen,374
Fuß,375
Himmel,376
fliegt,377
Publikum,378
kämpfen,379
Bart,380
Richtung,381
Fußballspieler,382
hebt,383
Tasche,384
Hemden,385
herunter,386
Weste,387
Geländer,388
grünem,389
dunklen,390
Schwarz,391
hohen,392
Platz,393
Haus,394
Zuschauer,395
Graffiti,396
Seil,397
Zeitung,398
Erwachsene,399
Kopfbedeckung,400
asiatischer,401
Mannes,402
weißes,403
hinauf,404
blondes,405
Sprung,406
zuschauen,407
bereiten,408
überqueren,409
mehrere,410
Musik,411
genießt,412
davon,413
alte,414
Hof,415
Decke,416
Jemand,417
Basketball,418
tritt,419
blaue,420
lacht,421
mittleren,422
karierten,423
Shirt,424
benutzt,425
Zuschauern,426
Schirm,427
Stück,428
Papier,429
Kunststück,430
Mauer,431
Menge,432
alten,433
Einige,434
unterhält,435
einigen,436
Spielplatz,437
zusieht,438
Alters,439
Mensch,440
großes,441
Mitte,442
Schaukel,443
nebeneinander,444
Baseballspieler,445
Sofa,446
nahe,447
zuschaut,448
lässt,449
Blick,450
–,451
Rock,452
Typ,453
nachts,454
bereit,455
Rasen,456
Pool,457
zusehen,458
Fotos,459
hinten,460
Dach,461
Augen,462
vier,463
versuchen,464
Zigarette,465
Gegenstand,466
orangen,467
Bier,468
Sonne,469
gelber,470
gibt,471
scheint,472
mehreren,473
lila,474
Mund,475
beobachten,476
treten,477
Surfer,478
Uniform,479
Flagge,480
kniet,481
Outfit,482
Schal,483
fängt,484
öffentlichen,485
raucht,486
Nummer,487
nicht,488
verschneiten,489
jungen,490
Schürze,491
Stufen,492
trinken,493
Ferne,494
betrachten,495
Armen,496
fest,497
beide,498
Stange,499
Trikots,500
Wanderer,501
In,502
führen,503
Gehsteig,504
viele,505
liegen,506
Frisbee,507
Holz,508
unten,509
Teenager,510
Tennisball,511
blonden,512
einander,513
Rampe,514
außerhalb,515
Snowboarder,516
U-Bahn,517
Gemüse,518
rutscht,519
greift,520
Bett,521
Veranstaltung,522
Auf,523
Nacht,524
schwarz-weißer,525
lachen,526
rotes,527
hilft,528
fotografiert,529
braune,530
Kleidern,531
Aufschrift,532
reden,533
männliche,534
Sonnenuntergang,535
beiden,536
surft,537
bärtiger,538
Leiter,539
dass,540
Skifahrer,541
Sechs,542
Haare,543
Herr,544
Hüten,545
werfen,546
Kostümen,547
grüner,548
Musiker,549
gelbem,550
überquert,551
legt,552
städtischen,553
Ufer,554
nacktem,555
Damen,556
Statue,557
Zelt,558
Polizisten,559
versammeln,560
teil,561
da,562
Maschine,563
Tür,564
nehmen,565
gelbe,566
Art,567
Basketballspieler,568
Tor,569
blaues,570
Rutsche,571
kommt,572
Mannschaft,573
Leine,574
Bar,575
